epoch,mode,seed,theta,theta0,drift,PCI,G_debt,P_survive,survive,temptation_payoff,work_extracted,gross_advantage,net_work
6,aligned,100001,0.8586531156217605,-0.15237390712566629,1.0110270227474267,0.36384511041338613,409.0,0.6643142323222168,0,61.349999999999596,345.5999999999998,406.94999999999936,402.8599999999994
7,aligned,100001,1.2060734866024878,-0.15237390712566629,1.358447393728154,0.25705957959722137,238.0,0.7882026910937704,1,35.69999999999984,619.1999999999977,654.8999999999975,652.5199999999975
8,aligned,100001,1.5475097565426186,-0.15237390712566629,1.6998836636682848,0.18270477802006807,174.0,0.8402968976584314,1,26.09999999999993,721.5999999999975,747.6999999999974,745.9599999999974
9,aligned,100001,1.6545690176561905,-0.15237390712566629,1.8069429247818567,0.16415520532050779,176.0,0.838617983337074,1,26.399999999999928,718.3999999999976,744.7999999999976,743.0399999999976
10,aligned,100001,1.3739602011347833,-0.15237390712566629,1.5263341082604496,0.2173309203953849,154.0,0.8572720210114575,0,23.09999999999996,753.5999999999979,776.6999999999978,775.1599999999978
11,aligned,100001,1.6683381305814098,-0.15237390712566629,1.820712037707076,0.1619104235532929,157.0,0.8547040588176851,1,23.549999999999955,748.7999999999978,772.3499999999977,770.7799999999977
12,aligned,100001,1.7071975029105044,-0.15237390712566629,1.8595714100361707,0.15573936439476146,167.0,0.8461996113371882,1,25.04999999999994,732.799999999998,757.849999999998,756.179999999998
13,aligned,100001,1.743228137757854,-0.15237390712566629,1.8956020448835202,0.15022786389846488,147.0,0.8632939774163194,1,22.04999999999997,764.799999999998,786.849999999998,785.379999999998
14,aligned,100001,1.7238122436163916,-0.15237390712566629,1.8761861507420579,0.15317317257622512,158.0,0.8538497819684817,1,23.699999999999953,747.1999999999978,770.8999999999977,769.3199999999977
15,aligned,100001,1.7819061013582604,-0.15237390712566629,1.9342800084839267,0.14452829051468394,144.0,0.865887748059205,1,21.599999999999973,769.5999999999982,791.1999999999982,789.7599999999982
16,aligned,100001,1.4757350888728873,-0.15237390712566629,1.6281089959985535,0.1963004282684065,136.0,0.8728426324887193,0,20.399999999999984,782.3999999999982,802.7999999999981,801.4399999999981
17,aligned,100001,1.0514746906605708,-0.15237390712566629,1.203848597786237,0.3000372642760952,272.0,0.7618542610898376,1,40.79999999999979,564.7999999999971,605.599999999997,602.8799999999969
18,aligned,100001,0.7907816774881148,-0.15237390712566629,0.9431555846137811,0.38939711900759955,312.0,0.7319815282283126,1,46.799999999999734,500.7999999999968,547.5999999999966,544.4799999999966
19,aligned,100001,1.6680247761358966,-0.15237390712566629,1.8203986832615628,0.1619611668541925,177.0,0.8377797845229938,1,26.549999999999926,716.7999999999982,743.3499999999982,741.5799999999982
0,aligned,100002,-0.5651307036666737,-0.11455254565537416,0.4505781580112996,0.6372596083460726,607.0,0.544983369207548,1,91.0500000000006,371.19999999999857,462.24999999999915,456.17999999999915
1,aligned,100002,-0.7665360328240232,-0.11455254565537416,0.651983487168649,0.5210113319045575,681.0,0.5061106285973052,1,102.15000000000101,489.5999999999975,591.7499999999985,584.9399999999986
2,aligned,100002,-1.0516460061359685,-0.11455254565537416,0.9370934604805943,0.39176486220563933,725.0,0.48432456895536247,1,108.75000000000126,559.9999999999976,668.7499999999989,661.4999999999989
3,aligned,100002,-1.200699683507917,-0.11455254565537416,1.0861471378525427,0.3375143882074292,758.0,0.46860269582065023,1,113.70000000000145,612.7999999999978,726.4999999999992,718.9199999999992
4,aligned,100002,-1.4946095112128301,-0.11455254565537416,1.380056965557456,0.25156422215542534,790.0,0.45384479528235583,1,118.50000000000163,663.9999999999983,782.4999999999999,774.5999999999999
5,aligned,100002,-1.729906817855658,-0.11455254565537416,1.6153542722002838,0.19882022148517672,837.0,0.43300759964087765,1,125.5500000000019,739.199999999998,864.7499999999999,856.3799999999999
6,aligned,100002,-1.612049408808903,-0.11455254565537416,1.4974968631535288,0.22368938509014058,827.0,0.437359398365983,1,124.05000000000184,723.1999999999977,847.2499999999995,838.9799999999996
7,aligned,100002,-1.9993957245514766,-0.11455254565537416,1.8848431788961024,0.15185287129718694,854.0,0.4257086869858502,0,128.10000000000198,766.399999999998,894.5,885.96
8,aligned,100002,-2.1803715315263323,-0.11455254565537416,2.0658189858709584,0.12671447069914665,887.0,0.4118895698108276,1,133.05000000000217,819.1999999999986,952.2500000000007,943.3800000000007
9,aligned,100002,-2.5122399598206298,-0.11455254565537416,2.3976874141652558,0.0909279891124743,911.0,0.40212190100464373,0,136.6500000000023,857.5999999999989,994.2500000000011,985.1400000000011
10,aligned,100002,-2.4123480444901664,-0.11455254565537416,2.2977954988347924,0.10048010825996911,913.0,0.4013184609105419,0,136.95000000000232,860.7999999999987,997.750000000001,988.620000000001
11,aligned,100002,-2.866921713221524,-0.11455254565537416,2.75236916756615,0.0637765846618641,930.0,0.3945537103716011,0,139.50000000000242,887.9999999999989,1027.5000000000014,1018.2000000000014
12,aligned,100002,-2.419296299732371,-0.11455254565537416,2.304743754076997,0.0997843667150294,941.0,0.3902374027719919,0,141.15000000000248,905.599999999999,1046.7500000000014,1037.3400000000013
13,aligned,100002,-2.3991342088099685,-0.11455254565537416,2.2845816631545945,0.10181664685313266,941.0,0.3902374027719919,0,141.15000000000248,905.5999999999991,1046.7500000000016,1037.3400000000015
14,aligned,100002,-2.251764715598676,-0.11455254565537416,2.137212169943302,0.1179833023611487,901.0,0.4061632932979437,0,135.15000000000225,841.5999999999985,976.7500000000008,967.7400000000008
15,aligned,100002,-2.0537712250739357,-0.11455254565537416,1.9392186794185615,0.1438162725056137,903.0,0.405351778496654,0,135.45000000000226,844.7999999999985,980.2500000000007,971.2200000000007
16,aligned,100002,-1.3412808568803896,-0.11455254565537416,1.2267283112250154,0.2932504340758734,869.0,0.41937071034250395,0,130.35000000000207,790.3999999999982,920.7500000000002,912.0600000000002
17,aligned,100002,-1.8844605079924348,-0.11455254565537416,1.7699079623370606,0.17034866659708406,844.0,0.4299871304192398,0,126.60000000000194,750.3999999999979,876.9999999999999,868.5599999999998
18,aligned,100002,-2.1447538306066423,-0.11455254565537416,2.0302012849512683,0.1313090879449112,887.0,0.4118895698108276,0,133.05000000000217,819.1999999999981,952.2500000000002,943.3800000000002
19,aligned,100002,-2.2610724321286866,-0.11455254565537416,2.1465198864733126,0.11689024206648287,890.0,0.4106557527523455,0,133.5000000000022,823.9999999999985,957.5000000000007,948.6000000000007
0,aligned,100003,-0.5879823570932355,0.027573715179755383,0.6155560722729909,0.540340343469807,507.0,0.6022997704830654,0,76.05000000000003,160.00000000000176,236.05000000000177,230.98000000000178
1,aligned,100003,-0.2652192780518023,0.027573715179755383,0.29279299323155766,0.7461765883150532,608.0,0.5444386582392171,1,91.2000000000006,372.7999999999973,463.9999999999979,457.9199999999979
2,aligned,100003,-0.16832428633165555,0.027573715179755383,0.19589800151141093,0.8220960829598518,550.0,0.5769498103804866,1,82.50000000000027,280.00000000000045,362.50000000000074,357.00000000000074
3,aligned,100003,-0.39313859730704,0.027573715179755383,0.42071231248679536,0.6565789638105125,597.0,0.5504605431261766,1,89.55000000000054,355.19999999999857,444.7499999999991,438.77999999999906
4,aligned,100003,-0.5208831684483053,0.027573715179755383,0.5484568836280607,0.577840798350932,645.0,0.5246625421065929,1,96.75000000000081,431.99999999999704,528.7499999999978,522.2999999999978
5,aligned,100003,-0.9008182284190709,0.027573715179755383,0.9283919435988263,0.3951886853921653,636.0,0.5294058177086945,0,95.40000000000076,417.59999999999894,512.9999999999997,506.63999999999965
6,aligned,100003,-1.048122542355712,0.027573715179755383,1.0756962575354674,0.34106020687406485,731.0,0.4814273219743092,1,109.6500000000013,569.5999999999976,679.249999999999,671.939999999999
7,aligned,100003,-1.0832726253751896,0.027573715179755383,1.1108463405549451,0.3292801599581735,768.0,0.4639400210916467,1,115.20000000000151,628.7999999999971,743.9999999999986,736.3199999999987
8,aligned,100003,-1.4862218186144187,0.027573715179755383,1.5137955337941742,0.2200730958843439,762.0,0.46673202886549986,0,114.30000000000148,619.199999999997,733.4999999999984,725.8799999999984
9,aligned,100003,-1.4731762209388999,0.027573715179755383,1.5007499361186554,0.2229628895111589,815.0,0.44263932736135114,0,122.25000000000178,703.9999999999975,826.2499999999993,818.0999999999993
10,aligned,100003,-1.5345589873567644,0.027573715179755383,1.56213270253652,0.2096883910227126,816.0,0.4421969092798987,1,122.40000000000178,705.5999999999981,827.9999999999999,819.8399999999999
11,aligned,100003,-1.5178546240622348,0.027573715179755383,1.5454283392419903,0.21322052094353947,816.0,0.4421969092798987,1,122.40000000000178,705.5999999999974,827.9999999999992,819.8399999999992
12,aligned,100003,-1.8113673275604363,0.027573715179755383,1.8389410427401918,0.15898569605289642,872.0,0.41811448349391933,1,130.8000000000021,795.199999999998,926.0000000000001,917.2800000000001
13,aligned,100003,-1.4470402346777633,0.027573715179755383,1.4746139498575188,0.2288670641555748,853.0,0.4261346085981487,0,127.95000000000199,764.7999999999977,892.7499999999997,884.2199999999997
14,aligned,100003,-1.008217131735513,0.027573715179755383,1.0357908469152686,0.35494556229428514,744.0,0.47520927168614446,0,111.60000000000137,590.3999999999967,701.9999999999981,694.559999999998
15,aligned,100003,-1.117583094828145,0.027573715179755383,1.1451568100079006,0.31817402100761594,755.0,0.47001061473053796,1,113.25000000000144,607.999999999997,721.2499999999985,713.6999999999986
16,aligned,100003,-1.265884754401382,0.027573715179755383,1.2934584695811375,0.2743204118222036,785.0,0.4561197017856392,0,117.7500000000016,655.9999999999974,773.749999999999,765.899999999999
17,aligned,100003,-1.1089145317186473,0.027573715179755383,1.1364882468984028,0.320944121638246,733.0,0.48046542954342225,1,109.95000000000131,572.7999999999975,682.7499999999987,675.4199999999987
18,aligned,100003,-0.905891970139698,0.027573715179755383,0.9334656853194534,0.3931886781222244,740.0,0.4771139155210344,1,111.00000000000135,583.9999999999969,694.9999999999983,687.5999999999983
19,aligned,100003,-1.1458724767404804,0.027573715179755383,1.173446191920236,0.3092991981008518,787.0,0.45520837401361586,1,118.05000000000162,659.199999999997,777.2499999999986,769.3799999999986
0,aligned,100004,0.05835468958224138,0.013319544273078056,0.045035145309163326,0.9559638835964552,509.0,0.6010963747389753,1,76.35000000000004,214.4000000000016,290.75000000000165,285.6600000000017
1,aligned,100004,0.28421456901287906,0.013319544273078056,0.270895024739801,0.7626965564722973,429.0,0.6511599291810325,1,64.34999999999958,313.59999999999945,377.949999999999,373.659999999999
2,aligned,100004,0.40157532830749043,0.013319544273078056,0.38825578403441235,0.6782388384087807,385.0,0.6804506362045877,1,57.74999999999963,383.9999999999977,441.7499999999974,437.89999999999736
3,aligned,100004,0.3907193421338929,0.013319544273078056,0.37739979786081485,0.6856419009275131,397.0,0.6723340256326572,1,59.54999999999961,364.7999999999981,424.3499999999977,420.37999999999766
4,aligned,100004,0.458517340027418,0.013319544273078056,0.44519779575433993,0.6406975362459506,377.0,0.6859160738960202,1,56.54999999999964,396.79999999999734,453.34999999999695,449.57999999999697
5,aligned,100004,0.6719065420594247,0.013319544273078056,0.6585869977863467,0.5175821627808648,370.0,0.6907343306373547,1,55.49999999999965,407.9999999999985,463.4999999999982,459.7999999999982
6,aligned,100004,0.4427172360757051,0.013319544273078056,0.42939769180262705,0.6509010197014993,380.0,0.6838614092123558,1,56.99999999999964,391.9999999999977,448.9999999999974,445.1999999999974
7,aligned,100004,1.160423033481907,0.013319544273078056,1.147103489208829,0.31755524073739433,305.0,0.7371233743916278,0,45.749999999999744,511.9999999999986,557.7499999999983,554.6999999999983
8,aligned,100004,1.4264737991692797,0.013319544273078056,1.4131542548962017,0.24337440626150972,263.0,0.7687418973111603,0,39.449999999999804,579.1999999999971,618.6499999999969,616.0199999999969
9,aligned,100004,1.6969340165592213,0.013319544273078056,1.6836144722861432,0.18570154843569855,171.0,0.8428215734716199,1,25.649999999999935,726.3999999999984,752.0499999999984,750.3399999999983
10,aligned,100004,1.4809437917716417,0.013319544273078056,1.4676242474985637,0.23047238062016492,172.0,0.8419791731684999,1,25.799999999999933,724.7999999999976,750.5999999999975,748.8799999999975
11,aligned,100004,1.4926245028243048,0.013319544273078056,1.4793049585512268,0.22779596100918828,159.0,0.8529963589691315,1,23.84999999999995,745.5999999999976,769.4499999999975,767.8599999999975
12,aligned,100004,1.3741098453032534,0.013319544273078056,1.3607903010301754,0.2564580178080578,192.0,0.8253068684916823,1,28.799999999999905,692.7999999999973,721.5999999999973,719.6799999999973
13,aligned,100004,1.3547445625714942,0.013319544273078056,1.3414250182984162,0.261472799447005,191.0,0.8261325881511938,0,28.649999999999906,694.3999999999982,723.049999999998,721.139999999998
14,aligned,100004,1.2703794310156684,0.013319544273078056,1.2570598867425904,0.2844892286564243,244.0,0.7834876342628625,1,36.59999999999983,609.5999999999975,646.1999999999973,643.7599999999973
15,aligned,100004,1.230749227077888,0.013319544273078056,1.21742968280481,0.2959899781582284,224.0,0.7993151343693651,1,33.59999999999986,641.599999999997,675.1999999999969,672.9599999999969
16,aligned,100004,1.0235746992650994,0.013319544273078056,1.0102551549920213,0.36412605913575735,251.0,0.7780223715589573,1,37.64999999999982,598.399999999997,636.0499999999969,633.5399999999969
17,aligned,100004,1.5815295478081879,0.013319544273078056,1.5682100035351099,0.208417915994401,187.0,0.8294437363854039,1,28.049999999999912,700.7999999999981,728.8499999999981,726.9799999999981
18,aligned,100004,1.7704171817705012,0.013319544273078056,1.7570976374974232,0.17254492571398086,153.0,0.8581297218113938,1,22.94999999999996,755.1999999999981,778.149999999998,776.6199999999981
19,aligned,100004,1.9032736720390355,0.013319544273078056,1.8899541277659575,0.15107873899669277,139.0,0.8702280284582515,1,20.84999999999998,777.5999999999982,798.4499999999982,797.0599999999982
0,aligned,100005,0.20489656987881033,-0.0033462271823376747,0.208242797061148,0.8120098591684143,488.0,0.6138528730428171,1,73.19999999999992,179.2000000000016,252.4000000000015,247.52000000000152
1,aligned,100005,0.04474287974504173,-0.0033462271823376747,0.0480891069273794,0.9530488600382068,493.0,0.6107912690658842,1,73.94999999999995,225.60000000000215,299.5500000000021,294.6200000000021
2,aligned,100005,-0.595588594378891,-0.0033462271823376747,0.5922423671965533,0.5530856720111422,518.0,0.5957107789003212,0,77.70000000000009,195.20000000000172,272.9000000000018,267.7200000000018
3,aligned,100005,-1.0516239430787366,-0.0033462271823376747,1.048277715896399,0.35054096063540213,699.0,0.49708213747063773,0,104.85000000000112,518.3999999999974,623.2499999999985,616.2599999999985
4,aligned,100005,-0.8084426981485957,-0.0033462271823376747,0.805096470966258,0.4470447976354569,717.0,0.4882147053050323,0,107.55000000000122,547.1999999999969,654.7499999999981,647.5799999999981
5,aligned,100005,-0.4556093998745223,-0.0033462271823376747,0.45226317269218463,0.6361867207200268,709.0,0.492136087562486,0,106.35000000000117,534.3999999999971,640.7499999999983,633.6599999999983
6,aligned,100005,-0.7539475583719412,-0.0033462271823376747,0.7506013311896035,0.47208258938649367,662.0,0.5158186648365941,0,99.3000000000009,459.1999999999971,558.499999999998,551.879999999998
7,aligned,100005,-1.1472655788772141,-0.0033462271823376747,1.1439193516948765,0.3185679918058457,747.0,0.4737857801759698,0,112.05000000000139,595.1999999999967,707.2499999999982,699.7799999999982
8,aligned,100005,-0.9672006759931933,-0.0033462271823376747,0.9638544488108556,0.3814198855720754,748.0,0.4733122312097393,0,112.2000000000014,596.799999999997,708.9999999999984,701.5199999999984
9,aligned,100005,-0.3416616651971593,-0.0033462271823376747,0.3383154380148216,0.7129703544706295,705.0,0.4941085742561417,0,105.75000000000115,527.9999999999967,633.7499999999978,626.6999999999979
10,aligned,100005,-0.4366242324196016,-0.0033462271823376747,0.4332780052372639,0.6483802136518683,606.0,0.5455286251592933,1,90.90000000000059,369.59999999999854,460.49999999999915,454.43999999999915
11,aligned,100005,-0.6366207058138681,-0.0033462271823376747,0.6332744786315304,0.5308506927018524,665.0,0.5142735277066319,1,99.75000000000092,463.9999999999976,563.7499999999985,557.0999999999985
12,aligned,100005,-1.1087969380749618,-0.0033462271823376747,1.1054507108926241,0.33106163552568574,729.0,0.4823911401151259,1,109.35000000000129,566.3999999999971,675.7499999999984,668.4599999999984
13,aligned,100005,-1.5723547463169478,-0.0033462271823376747,1.5690085191346101,0.20825155746604368,810.0,0.4448580662229411,1,121.50000000000175,695.999999999998,817.4999999999997,809.3999999999996
14,aligned,100005,-1.4694480462988606,-0.0033462271823376747,1.466101819116523,0.23082352554237215,839.0,0.43214244987974026,0,125.85000000000191,742.3999999999979,868.2499999999999,859.8599999999999
15,aligned,100005,-1.2705419110887517,-0.0033462271823376747,1.267195683906414,0.28162026770431353,795.0,0.4515812349225922,0,119.25000000000166,671.9999999999966,791.2499999999983,783.2999999999982
16,aligned,100005,-1.3096440291854556,-0.0033462271823376747,1.306297802003118,0.27082083505426746,753.0,0.4709515766082228,0,112.95000000000142,604.7999999999975,717.7499999999989,710.2199999999989
17,aligned,100005,-1.0732229074596364,-0.0033462271823376747,1.0698766802772988,0.3430508197422607,765.0,0.4653339309743134,1,114.75000000000149,623.999999999997,738.7499999999985,731.0999999999985
18,aligned,100005,-0.7273802781413601,-0.0033462271823376747,0.7240340509590224,0.48479262783238464,729.0,0.4823911401151259,0,109.35000000000129,566.3999999999967,675.749999999998,668.459999999998
19,aligned,100005,-1.1288595597205138,-0.0033462271823376747,1.125513332538176,0.32448585545057096,739.0,0.4775912680730521,1,110.85000000000134,582.3999999999977,693.2499999999991,685.8599999999991
0,aligned,100006,-0.030183326174917507,0.008544556757963175,0.03872788293288068,0.9620124535395828,424.0,0.6544238819088586,0,63.599999999999575,307.1999999999989,370.7999999999985,366.55999999999847
1,aligned,100006,-0.4993530086293301,0.008544556757963175,0.5078975653872932,0.6017594095971963,477.0,0.6206425292934373,0,71.54999999999986,227.20000000000172,298.7500000000016,293.9800000000016
2,aligned,100006,-0.33489148443247313,0.008544556757963175,0.3434360411904363,0.7093288475222942,560.0,0.5712090638488149,1,84.00000000000033,296.0000000000008,380.00000000000114,374.4000000000011
3,aligned,100006,0.6022955459157763,0.008544556757963175,0.5937509891578131,0.5522519038984647,531.0,0.5880166589130854,0,79.65000000000016,227.2000000000022,306.85000000000235,301.54000000000235
4,aligned,100006,-0.24565283675448824,0.008544556757963175,0.2541973935124514,0.7755387006282008,436.0,0.6466177259354396,0,65.39999999999962,302.39999999999907,367.7999999999987,363.4399999999987
5,aligned,100006,0.054584345680821586,0.008544556757963175,0.04603978892285841,0.9550039628557357,525.0,0.5915553643668151,1,78.75000000000013,249.60000000000207,328.3500000000022,323.1000000000022
6,aligned,100006,0.23057490192117056,0.008544556757963175,0.22203034516320738,0.8008910607959624,449.0,0.6382660986937688,1,67.3499999999997,278.4000000000012,345.7500000000009,341.2600000000009
7,aligned,100006,0.9934321371462771,0.008544556757963175,0.9848875803883139,0.37348121118942396,389.0,0.6777342700139711,0,58.349999999999625,377.5999999999991,435.94999999999874,432.05999999999875
8,aligned,100006,1.3844812533246418,0.008544556757963175,1.3759366965666786,0.2526028727095994,241.0,0.7858416263883455,0,36.149999999999835,614.3999999999974,650.5499999999972,648.1399999999973
9,aligned,100006,1.007991329295029,0.008544556757963175,0.9994467725370659,0.3680830184884362,252.0,0.7772447380689461,1,37.79999999999982,596.7999999999971,634.599999999997,632.079999999997
10,aligned,100006,1.3987781875354743,0.008544556757963175,1.3902336307775112,0.24901711977173996,223.0,0.8001148492945541,1,33.44999999999986,643.1999999999981,676.6499999999979,674.4199999999979
11,aligned,100006,1.4174254220199272,0.008544556757963175,1.408880865261964,0.24441666532988404,185.0,0.8311042838521256,1,27.749999999999915,703.9999999999974,731.7499999999973,729.8999999999972
12,aligned,100006,1.1882626960054112,0.008544556757963175,1.179718139247448,0.30736536062473746,225.0,0.7985162187593771,1,33.74999999999986,639.9999999999969,673.7499999999968,671.4999999999968
13,aligned,100006,0.6692739218257556,0.008544556757963175,0.6607293650677925,0.5164744986252433,326.0,0.7218051874317158,1,48.899999999999714,478.3999999999968,527.2999999999965,524.0399999999966
14,aligned,100006,0.8979719448174092,0.008544556757963175,0.889427388059446,0.41089096647649526,387.0,0.6790910949266368,0,58.04999999999963,380.79999999999825,438.84999999999786,434.97999999999786
15,aligned,100006,1.0080724573947835,0.008544556757963175,0.9995279006368203,0.3680531578238803,288.0,0.7497615922390413,1,43.19999999999977,539.1999999999977,582.3999999999975,579.5199999999975
16,aligned,100006,1.7310255302092674,0.008544556757963175,1.7224809734513042,0.1786224401936251,246.0,0.7819222249254772,0,36.89999999999983,606.3999999999977,643.2999999999976,640.8399999999975
17,aligned,100006,1.4895276959087431,0.008544556757963175,1.48098313915078,0.22741399883716254,182.0,0.8336013404157353,1,27.29999999999992,708.7999999999976,736.0999999999975,734.2799999999975
18,aligned,100006,1.2449284879683726,0.008544556757963175,1.2363839312104095,0.2904325454476094,215.0,0.8065414401773269,1,32.24999999999987,655.9999999999966,688.2499999999965,686.0999999999965
19,aligned,100006,0.8444570129571636,0.008544556757963175,0.8359124561992004,0.43347877053461864,273.0,0.7610927876289343,1,40.94999999999979,563.1999999999962,604.149999999996,601.419999999996
0,aligned,100007,-0.17682196950535176,-0.1860562780889498,0.009234308583598055,0.9908081967076325,557.0,0.5729252640535184,0,83.55000000000031,291.2000000000005,374.7500000000008,369.1800000000008
1,aligned,100007,-0.07073216793235237,-0.1860562780889498,0.11532411015659744,0.8910772898991315,545.0,0.5798417833398464,0,81.75000000000024,272.0000000000012,353.7500000000014,348.30000000000143
2,aligned,100007,-0.7036543497951266,-0.1860562780889498,0.5175980717061768,0.595950260041196,569.0,0.5660912469952338,0,85.35000000000038,310.40000000000055,395.7500000000009,390.0600000000009
3,aligned,100007,-0.40838495285067944,-0.1860562780889498,0.22232867476172963,0.8006521669236635,651.0,0.5215239919201575,1,97.65000000000084,441.59999999999644,539.2499999999973,532.7399999999973
4,aligned,100007,-0.4179492731968206,-0.1860562780889498,0.23189299510787081,0.7930309769608694,563.0,0.5694980045295417,0,84.45000000000034,300.7999999999997,385.25000000000006,379.62000000000006
5,aligned,100007,-0.8846233492155942,-0.1860562780889498,0.6985670711266443,0.49729738527050993,693.0,0.5000735956957677,0,103.95000000000108,508.799999999998,612.7499999999991,605.8199999999991
6,aligned,100007,-0.8565143387602574,-0.1860562780889498,0.6704580606713075,0.511474237886931,683.0,0.5050994188868908,1,102.45000000000103,492.7999999999977,595.2499999999987,588.4199999999987
7,aligned,100007,-0.9830409663449482,-0.1860562780889498,0.7969846882559983,0.4506858757473329,708.0,0.49262846980013547,1,106.20000000000117,532.7999999999975,638.9999999999986,631.9199999999986
8,aligned,100007,-0.842885365116364,-0.1860562780889498,0.6568290870274143,0.5184928262314727,688.0,0.5025802250254284,0,103.20000000000105,500.799999999998,603.9999999999991,597.1199999999991
9,aligned,100007,-0.8253115042500064,-0.1860562780889498,0.6392552261610567,0.52768528392367,689.0,0.5020778960067731,1,103.35000000000106,502.39999999999776,605.7499999999989,598.8599999999989
